task,ratio,method,n_folds,Dice_mean,IoU_mean,BF1_mean,HD95_mean,ASSD_mean,Dice_std,IoU_std,BF1_std,HD95_std,ASSD_std
1,20,GeoRisk-SPC,4,0.914917382957959,0.8563912674733822,0.9110882479456826,14.925799551699013,2.44515507000885,0.044363628161671234,0.06463256493625147,0.0535210310091909,10.85494775438296,1.8320999752547615
1,20,MT,4,0.8847902077488039,0.8073087771739964,0.8619381151007449,20.811424899794204,3.2928320532951085,0.05627926484006474,0.08515329437222204,0.0729735586557323,10.979206214115154,1.683750914729323
1,20,SegMatch,4,0.8929841147199935,0.8201157065118716,0.8665822683091794,20.089264790881924,3.2993513708036852,0.05632756024338061,0.0843278061812881,0.08157327146198204,14.647742366641,2.344630818939486
1,20,UAMT,4,0.8854938149125566,0.8072784152541196,0.8638405816707135,19.33110553982029,3.1623154048814732,0.05399022071420986,0.08357602976105706,0.07085332956994031,12.68473614469299,1.9781491155594246
